embedding,encoder,tagset,link,metric,set,precision,recall,f1
chinese-bert,identity,biomje,td,mwo,validation,0.6325281803542673,0.7501909854851031,0.6863533112004193
chinese-bert,identity,biomje,td,mwo,optimization,0.6416490486257929,0.7099415204678362,0.6740699611327041
chinese-bert,identity,biomje,td,mwo,test,0.5415464512406232,0.7191570881226054,0.6178406846609611
chinese-bert,lstm,bio,bd,epm,training,0.6903553299492385,0.7541589648798521,0.7208480565371024
chinese-bert,lstm,bio,bd,epm,validation,0.34285714285714286,0.41379310344827586,0.375
chinese-bert,lstm,bio,bd,epm,optimization,0.3137254901960784,0.4155844155844156,0.3575418994413408
chinese-bert,lstm,bio,bd,epm,test,0.2807017543859649,0.3950617283950617,0.3282051282051282
chinese-bert,lstm,bio,bd,mpbm,training,0.8190298507462687,0.8910690121786198,0.8535320803629294
chinese-bert,lstm,bio,bd,mpbm,validation,0.5333333333333333,0.6440677966101694,0.5834932821497121
chinese-bert,lstm,bio,bd,mpbm,optimization,0.5370370370370371,0.6621004566210046,0.5930470347648262
chinese-bert,lstm,bio,bd,mpbm,test,0.40634920634920635,0.5818181818181818,0.4785046728971963
chinese-bert,lstm,bio,bd,mbawo,training,0.8369380940148985,0.9185272891294542,0.8758366710572296
chinese-bert,lstm,bio,bd,mbawo,validation,0.5663766488913836,0.7708174178762414,0.6529687752790809
chinese-bert,lstm,bio,bd,mbawo,optimization,0.5735981308411215,0.765692007797271,0.6558690933377861
chinese-bert,lstm,bio,bd,mbawo,test,0.5066502463054188,0.7881226053639847,0.6167916041979011
chinese-bert,lstm,bio,bd,mwo,training,0.8470074492679168,0.9295782589084348,0.8863740222037042
chinese-bert,lstm,bio,bd,mwo,validation,0.590232949761437,0.8032849503437739,0.680472415466753
chinese-bert,lstm,bio,bd,mwo,optimization,0.6334696261682243,0.8456140350877193,0.724327934546669
chinese-bert,lstm,bio,bd,mwo,test,0.5216748768472906,0.8114942528735632,0.6350824587706148
chinese-bert,lstm,bio,td,epm,training,0.9014336917562724,0.9297597042513863,0.9153776160145587
chinese-bert,lstm,bio,td,epm,validation,0.4943820224719101,0.5057471264367817,0.5
chinese-bert,lstm,bio,td,epm,optimization,0.4024390243902439,0.42857142857142855,0.41509433962264153
chinese-bert,lstm,bio,td,epm,test,0.3333333333333333,0.43209876543209874,0.3763440860215054
chinese-bert,lstm,bio,td,mpbm,training,0.9423205902079141,0.9506089309878214,0.946446615021893
chinese-bert,lstm,bio,td,mpbm,validation,0.657258064516129,0.690677966101695,0.6735537190082644
chinese-bert,lstm,bio,td,mpbm,optimization,0.5675675675675675,0.5753424657534246,0.5714285714285713
chinese-bert,lstm,bio,td,mpbm,test,0.4425087108013937,0.5772727272727273,0.5009861932938855
chinese-bert,lstm,bio,td,mbawo,training,0.9533879291002917,0.9583333333333334,0.955854234619278
chinese-bert,lstm,bio,td,mbawo,validation,0.7094547964113181,0.7853323147440795,0.7454677302393039
chinese-bert,lstm,bio,td,mbawo,optimization,0.6534767575873992,0.6631578947368421,0.65828173374613
chinese-bert,lstm,bio,td,mbawo,test,0.5226510067114094,0.7160919540229885,0.6042677012609117
chinese-bert,lstm,bio,td,mwo,training,0.9674108144491811,0.9724289580514208,0.9699133955685525
chinese-bert,lstm,bio,td,mwo,validation,0.7322291235334714,0.8105423987776929,0.7693981145757796
chinese-bert,lstm,bio,td,mwo,optimization,0.6845946984248944,0.6947368421052632,0.6896284829721363
chinese-bert,lstm,bio,td,mwo,test,0.5394295302013423,0.7390804597701149,0.623666343355965
chinese-bert,lstm,bioe,bd,epm,training,0.41935483870967744,0.3844731977818854,0.4011571841851494
chinese-bert,lstm,bioe,bd,epm,validation,0.45714285714285713,0.367816091954023,0.4076433121019109
chinese-bert,lstm,bioe,bd,epm,optimization,0.39705882352941174,0.35064935064935066,0.3724137931034483
chinese-bert,lstm,bioe,bd,epm,test,0.3,0.3333333333333333,0.3157894736842105
chinese-bert,lstm,bioe,bd,mpbm,training,0.6714285714285714,0.6359945872801083,0.6532314107018763
chinese-bert,lstm,bioe,bd,mpbm,validation,0.6384976525821596,0.576271186440678,0.6057906458797326
chinese-bert,lstm,bioe,bd,mpbm,optimization,0.6414141414141414,0.5799086757990868,0.6091127098321344
chinese-bert,lstm,bioe,bd,mpbm,test,0.48148148148148145,0.5318181818181819,0.5053995680345572
chinese-bert,lstm,bioe,bd,mbawo,training,0.7328193094200469,0.7395128552097429,0.7361508671493516
chinese-bert,lstm,bioe,bd,mbawo,validation,0.7033346109620544,0.700916730328495,0.7021235890568203
chinese-bert,lstm,bioe,bd,mbawo,optimization,0.7010388611004232,0.7103313840155946,0.7056545313710302
chinese-bert,lstm,bioe,bd,mbawo,test,0.542540443379269,0.6938697318007663,0.6089441829186282
chinese-bert,lstm,bioe,bd,mwo,training,0.7620963236115768,0.7690572846188543,0.7655609810854801
chinese-bert,lstm,bioe,bd,mwo,validation,0.7290149482560367,0.7265087853323148,0.7277597092022192
chinese-bert,lstm,bioe,bd,mwo,optimization,0.7310504040015391,0.7407407407407407,0.7358636715724245
chinese-bert,lstm,bioe,bd,mwo,test,0.5811863391252247,0.7432950191570882,0.652320107599193
chinese-bert,lstm,bioe,td,epm,training,0.486810551558753,0.3752310536044362,0.4237995824634656
chinese-bert,lstm,bioe,td,epm,validation,0.46551724137931033,0.3103448275862069,0.3724137931034483
chinese-bert,lstm,bioe,td,epm,optimization,0.4426229508196721,0.35064935064935066,0.3913043478260869
chinese-bert,lstm,bioe,td,epm,test,0.34146341463414637,0.345679012345679,0.3435582822085889
chinese-bert,lstm,bioe,td,mpbm,training,0.7493309545049064,0.5683355886332883,0.6464024624855714
chinese-bert,lstm,bioe,td,mpbm,validation,0.7307692307692307,0.4830508474576271,0.5816326530612245
chinese-bert,lstm,bioe,td,mpbm,optimization,0.6987179487179487,0.4977168949771689,0.5813333333333333
chinese-bert,lstm,bioe,td,mpbm,test,0.5482233502538071,0.4909090909090909,0.5179856115107914
chinese-bert,lstm,bioe,td,mbawo,training,0.7916182402406509,0.6528529544429409,0.7155702499768254
chinese-bert,lstm,bioe,td,mbawo,validation,0.7630085146641438,0.6161191749427044,0.6817413355874895
chinese-bert,lstm,bioe,td,mbawo,optimization,0.7639442231075697,0.5980506822612086,0.6708943800568554
chinese-bert,lstm,bioe,td,mbawo,test,0.5825637236793498,0.6042145593869732,0.5931916494263683
chinese-bert,lstm,bioe,td,mwo,training,0.8385178095303206,0.691531348669373,0.7579643419954886
chinese-bert,lstm,bioe,td,mwo,validation,0.8013245033112583,0.6470588235294118,0.7159763313609467
chinese-bert,lstm,bioe,td,mwo,optimization,0.8122509960159362,0.6358674463937621,0.7133172971790948
chinese-bert,lstm,bioe,td,mwo,test,0.6231991134096786,0.6463601532567049,0.6345683656197103
chinese-bert,lstm,bioj,bd,epm,training,0.8052930056710775,0.7874306839186691,0.7962616822429907
chinese-bert,lstm,bioj,bd,epm,validation,0.3,0.2413793103448276,0.26751592356687903
chinese-bert,lstm,bioj,bd,epm,optimization,0.3333333333333333,0.3246753246753247,0.32894736842105265
chinese-bert,lstm,bioj,bd,epm,test,0.2857142857142857,0.2962962962962963,0.2909090909090909
chinese-bert,lstm,bioj,bd,mpbm,training,0.8828647925033467,0.8924221921515562,0.8876177658142665
chinese-bert,lstm,bioj,bd,mpbm,validation,0.5857142857142857,0.5211864406779662,0.5515695067264574
chinese-bert,lstm,bioj,bd,mpbm,optimization,0.5781990521327014,0.5570776255707762,0.5674418604651162
chinese-bert,lstm,bioj,bd,mpbm,test,0.4657039711191336,0.5863636363636363,0.5191146881287726
chinese-bert,lstm,bioj,bd,mbawo,training,0.912285540905831,0.9323973838520523,0.9222318266737305
chinese-bert,lstm,bioj,bd,mbawo,validation,0.6588602654176424,0.6447669977081741,0.6517374517374517
chinese-bert,lstm,bioj,bd,mbawo,optimization,0.6578740157480315,0.6514619883040935,0.6546523016650343
chinese-bert,lstm,bioj,bd,mbawo,test,0.5502725620835857,0.696168582375479,0.61468200270636
chinese-bert,lstm,bioj,bd,mwo,training,0.9219396480388371,0.9422643211547136,0.9319911886902937
chinese-bert,lstm,bioj,bd,mwo,validation,0.6908665105386417,0.6760886172650878,0.6833976833976834
chinese-bert,lstm,bioj,bd,mwo,optimization,0.7043307086614173,0.6974658869395711,0.7008814887365328
chinese-bert,lstm,bioj,bd,mwo,test,0.5678376741368867,0.7183908045977011,0.6343031123139377
chinese-bert,lstm,bioj,td,epm,training,0.8321678321678322,0.8798521256931608,0.8553459119496856
chinese-bert,lstm,bioj,td,epm,validation,0.4845360824742268,0.5402298850574713,0.5108695652173914
chinese-bert,lstm,bioj,td,epm,optimization,0.30526315789473685,0.37662337662337664,0.3372093023255814
chinese-bert,lstm,bioj,td,epm,test,0.3119266055045872,0.41975308641975306,0.3578947368421052
chinese-bert,lstm,bioj,td,mpbm,training,0.9161595672751859,0.9167794316644113,0.9164693946567466
chinese-bert,lstm,bioj,td,mpbm,validation,0.6495726495726496,0.6440677966101694,0.6468085106382979
chinese-bert,lstm,bioj,td,mpbm,optimization,0.5964125560538116,0.6073059360730594,0.6018099547511311
chinese-bert,lstm,bioj,td,mpbm,test,0.4626865671641791,0.5636363636363636,0.5081967213114753
chinese-bert,lstm,bioj,td,mbawo,training,0.9572921399363925,0.950383400992332,0.9538252602987777
chinese-bert,lstm,bioj,td,mbawo,validation,0.7486548808608763,0.7440794499618029,0.7463601532567051
chinese-bert,lstm,bioj,td,mbawo,optimization,0.6584883260783537,0.6487329434697856,0.6535742340926944
chinese-bert,lstm,bioj,td,mbawo,test,0.5733082706766918,0.7011494252873564,0.6308169596690797
chinese-bert,lstm,bioj,td,mwo,training,0.9647319400272604,0.9577695083446098,0.9612381167949298
chinese-bert,lstm,bioj,td,mwo,validation,0.7859338970023059,0.7811306340718105,0.7835249042145592
chinese-bert,lstm,bioj,td,mwo,optimization,0.7305104867431738,0.7196881091617934,0.725058915946583
chinese-bert,lstm,bioj,td,mwo,test,0.5886591478696742,0.7199233716475095,0.6477076870044812
chinese-bert,lstm,biom,bd,epm,training,0.5223529411764706,0.41035120147874304,0.45962732919254656
chinese-bert,lstm,biom,bd,epm,validation,0.48484848484848486,0.367816091954023,0.41830065359477125
chinese-bert,lstm,biom,bd,epm,optimization,0.46774193548387094,0.37662337662337664,0.41726618705035967
chinese-bert,lstm,biom,bd,epm,test,0.36363636363636365,0.345679012345679,0.3544303797468354
chinese-bert,lstm,biom,bd,mpbm,training,0.6959876543209876,0.6102841677943166,0.6503244412400865
chinese-bert,lstm,biom,bd,mpbm,validation,0.6617647058823529,0.5720338983050848,0.6136363636363638
chinese-bert,lstm,biom,bd,mpbm,optimization,0.6368421052631579,0.5525114155251142,0.5916870415647921
chinese-bert,lstm,biom,bd,mpbm,test,0.45714285714285713,0.509090909090909,0.4817204301075269
chinese-bert,lstm,biom,bd,mbawo,training,0.7946763147693501,0.6935047361299053,0.740651532486301
chinese-bert,lstm,biom,bd,mbawo,validation,0.7390053431976983,0.6867838044308633,0.7119382300534547
chinese-bert,lstm,biom,bd,mbawo,optimization,0.7547926883637985,0.6600389863547759,0.7042429284525792
chinese-bert,lstm,biom,bd,mbawo,test,0.5627846454131424,0.6628352490421456,0.6087262491203378
chinese-bert,lstm,biom,bd,mwo,training,0.833764052203127,0.727616147947677,0.7770819533931475
chinese-bert,lstm,biom,bd,mwo,validation,0.7657213316892725,0.7116119174942704,0.7376757077806374
chinese-bert,lstm,biom,bd,mwo,optimization,0.7931341952741864,0.6935672514619883,0.7400166389351082
chinese-bert,lstm,biom,bd,mwo,test,0.5933636955107352,0.6988505747126437,0.6418015482054892
chinese-bert,lstm,biom,td,epm,training,0.4297082228116711,0.29944547134935307,0.35294117647058826
chinese-bert,lstm,biom,td,epm,validation,0.3793103448275862,0.25287356321839083,0.30344827586206896
chinese-bert,lstm,biom,td,epm,optimization,0.45454545454545453,0.3246753246753247,0.3787878787878788
chinese-bert,lstm,biom,td,epm,test,0.4444444444444444,0.345679012345679,0.3888888888888889
chinese-bert,lstm,biom,td,mpbm,training,0.6442227763923525,0.5243572395128552,0.578142484147706
chinese-bert,lstm,biom,td,mpbm,validation,0.5970149253731343,0.5084745762711864,0.5491990846681922
chinese-bert,lstm,biom,td,mpbm,optimization,0.6235955056179775,0.5068493150684932,0.5591939546599497
chinese-bert,lstm,biom,td,mpbm,test,0.5369458128078818,0.4954545454545455,0.5153664302600472
chinese-bert,lstm,biom,td,mbawo,training,0.7726100042998424,0.6078597203428056,0.6804039129062797
chinese-bert,lstm,biom,td,mbawo,validation,0.7259358288770054,0.6222307104660045,0.6700946112710818
chinese-bert,lstm,biom,td,mbawo,optimization,0.7792816241540864,0.583625730994152,0.6674097191261703
chinese-bert,lstm,biom,td,mbawo,test,0.6432794639337801,0.6252873563218391,0.6341558189236448
chinese-bert,lstm,biom,td,mwo,training,0.8006306435430701,0.6299052774018945,0.7050804670242979
chinese-bert,lstm,biom,td,mwo,validation,0.7540106951871658,0.6462948815889993,0.6960098724804608
chinese-bert,lstm,biom,td,mwo,optimization,0.799583550234253,0.5988304093567252,0.6847971466785555
chinese-bert,lstm,biom,td,mwo,test,0.6535277887268427,0.6352490421455939,0.644258791529046
chinese-bert,lstm,bioje,bd,epm,training,0.7950413223140496,0.88909426987061,0.8394415357766144
chinese-bert,lstm,bioje,bd,epm,validation,0.42574257425742573,0.4942528735632184,0.4574468085106383
chinese-bert,lstm,bioje,bd,epm,optimization,0.34782608695652173,0.4155844155844156,0.37869822485207105
chinese-bert,lstm,bioje,bd,epm,test,0.3017241379310345,0.43209876543209874,0.3553299492385787
chinese-bert,lstm,bioje,bd,mpbm,training,0.8637751985339035,0.9566982408660352,0.9078651685393259
chinese-bert,lstm,bioje,bd,mpbm,validation,0.596551724137931,0.7330508474576272,0.6577946768060837
chinese-bert,lstm,bioje,bd,mpbm,optimization,0.5298507462686567,0.6484018264840182,0.5831622176591376
chinese-bert,lstm,bioje,bd,mpbm,test,0.41317365269461076,0.6272727272727273,0.4981949458483754
chinese-bert,lstm,bioje,bd,mbawo,training,0.9067845676088215,0.9713576905728462,0.9379610725466178
chinese-bert,lstm,bioje,bd,mbawo,validation,0.6728395061728395,0.7910618792971734,0.7271769662921348
chinese-bert,lstm,bioje,bd,mbawo,optimization,0.6182883176049463,0.7407407407407407,0.6739978715856687
chinese-bert,lstm,bioje,bd,mbawo,test,0.5332474226804124,0.79272030651341,0.6375963020030817
chinese-bert,lstm,bioje,bd,mwo,training,0.9106795094478657,0.9755299954894001,0.9419899278617122
chinese-bert,lstm,bioje,bd,mwo,validation,0.6916829109811566,0.8132161955691367,0.7475421348314606
chinese-bert,lstm,bioje,bd,mwo,optimization,0.6404165310771234,0.7672514619883041,0.6981199006739979
chinese-bert,lstm,bioje,bd,mwo,test,0.5559278350515464,0.8264367816091954,0.6647149460708782
chinese-bert,lstm,bioje,td,epm,training,0.6623853211009174,0.66728280961183,0.6648250460405156
chinese-bert,lstm,bioje,td,epm,validation,0.4939759036144578,0.47126436781609193,0.4823529411764706
chinese-bert,lstm,bioje,td,epm,optimization,0.3793103448275862,0.42857142857142855,0.4024390243902439
chinese-bert,lstm,bioje,td,epm,test,0.28440366972477066,0.38271604938271603,0.3263157894736842
chinese-bert,lstm,bioje,td,mpbm,training,0.8217543859649122,0.7922868741542625,0.8067516362383741
chinese-bert,lstm,bioje,td,mpbm,validation,0.7073170731707317,0.614406779661017,0.6575963718820861
chinese-bert,lstm,bioje,td,mpbm,optimization,0.5821596244131455,0.5662100456621004,0.574074074074074
chinese-bert,lstm,bioje,td,mpbm,test,0.4671814671814672,0.55,0.5052192066805846
chinese-bert,lstm,bioje,td,mbawo,training,0.8810935832048393,0.8376747857465043,0.8588357708538067
chinese-bert,lstm,bioje,td,mbawo,validation,0.764509394572025,0.69938884644767,0.7305006981847197
chinese-bert,lstm,bioje,td,mbawo,optimization,0.6987012987012987,0.6292397660818714,0.6621538461538462
chinese-bert,lstm,bioje,td,mbawo,test,0.5630306988896147,0.660536398467433,0.607898448519041
chinese-bert,lstm,bioje,td,mwo,training,0.901257264855889,0.8568448353631033,0.8784900861321463
chinese-bert,lstm,bioje,td,mwo,validation,0.8058455114822547,0.7372039724980901,0.7699980051865151
chinese-bert,lstm,bioje,td,mwo,optimization,0.7502164502164502,0.6756335282651073,0.710974358974359
chinese-bert,lstm,bioje,td,mwo,test,0.5894839973873286,0.6915708812260536,0.636459802538787
chinese-bert,lstm,biome,bd,epm,training,0.9350180505415162,0.9574861367837338,0.9461187214611871
chinese-bert,lstm,biome,bd,epm,validation,0.5945945945945946,0.5057471264367817,0.5465838509316772
chinese-bert,lstm,biome,bd,epm,optimization,0.4583333333333333,0.42857142857142855,0.44295302013422816
chinese-bert,lstm,biome,bd,epm,test,0.36904761904761907,0.38271604938271603,0.37575757575757573
chinese-bert,lstm,biome,bd,mpbm,training,0.9465101108936725,0.9817320703653586,0.9637994021919628
chinese-bert,lstm,biome,bd,mpbm,validation,0.7083333333333334,0.6483050847457628,0.676991150442478
chinese-bert,lstm,biome,bd,mpbm,optimization,0.6026200873362445,0.6301369863013698,0.6160714285714285
chinese-bert,lstm,biome,bd,mpbm,test,0.484251968503937,0.5590909090909091,0.5189873417721519
chinese-bert,lstm,biome,bd,mbawo,training,0.96875,0.9822958953540821,0.9754759238521837
chinese-bert,lstm,biome,bd,mbawo,validation,0.7317817626859977,0.732620320855615,0.7322008016797098
chinese-bert,lstm,biome,bd,mbawo,optimization,0.7038123167155426,0.7485380116959064,0.7254864915926696
chinese-bert,lstm,biome,bd,mbawo,test,0.5767228177641653,0.721455938697318,0.6410212765957447
chinese-bert,lstm,biome,bd,mwo,training,0.9717526690391459,0.985340550293189,0.9784994400895858
chinese-bert,lstm,biome,bd,mwo,validation,0.7527661198016025,0.7536287242169595,0.7531971750334033
chinese-bert,lstm,biome,bd,mwo,optimization,0.7232404692082112,0.7692007797270956,0.7455129416210089
chinese-bert,lstm,biome,bd,mwo,test,0.5895865237366003,0.7375478927203065,0.6553191489361702
chinese-bert,lstm,biome,td,epm,training,0.698,0.6451016635859519,0.6705091258405379
chinese-bert,lstm,biome,td,epm,validation,0.56,0.4827586206896552,0.5185185185185185
chinese-bert,lstm,biome,td,epm,optimization,0.48,0.4675324675324675,0.4736842105263158
chinese-bert,lstm,biome,td,epm,test,0.38202247191011235,0.41975308641975306,0.4
chinese-bert,lstm,biome,td,mpbm,training,0.8227241615331964,0.8132611637347767,0.8179652943177951
chinese-bert,lstm,biome,td,mpbm,validation,0.7085201793721974,0.6694915254237288,0.6884531590413943
chinese-bert,lstm,biome,td,mpbm,optimization,0.5950413223140496,0.6575342465753424,0.6247288503253796
chinese-bert,lstm,biome,td,mpbm,test,0.47674418604651164,0.5590909090909091,0.5146443514644351
chinese-bert,lstm,biome,td,mbawo,training,0.8606258075389023,0.8637798827244023,0.8621999606044404
chinese-bert,lstm,biome,td,mbawo,validation,0.7442446043165467,0.7902979373567609,0.7665802148944053
chinese-bert,lstm,biome,td,mbawo,optimization,0.6830031282586028,0.7660818713450293,0.7221609702315326
chinese-bert,lstm,biome,td,mbawo,test,0.5872093023255814,0.7352490421455938,0.6529431779516842
chinese-bert,lstm,biome,td,mwo,training,0.8637155215999102,0.8668809201623816,0.8652953259982553
chinese-bert,lstm,biome,td,mwo,validation,0.7661870503597122,0.813598166539343,0.7891811782141533
chinese-bert,lstm,biome,td,mwo,optimization,0.7028154327424401,0.7883040935672515,0.743109151047409
chinese-bert,lstm,biome,td,mwo,test,0.6126070991432069,0.7670498084291187,0.6811840762164002
chinese-bert,lstm,biomj,bd,epm,training,0.7945945945945946,0.8151571164510166,0.8047445255474452
chinese-bert,lstm,biomj,bd,epm,validation,0.5054945054945055,0.5287356321839081,0.5168539325842697
chinese-bert,lstm,biomj,bd,epm,optimization,0.4943820224719101,0.5714285714285714,0.5301204819277108
chinese-bert,lstm,biomj,bd,epm,test,0.38235294117647056,0.48148148148148145,0.4262295081967213
chinese-bert,lstm,biomj,bd,mpbm,training,0.8557377049180328,0.8829499323410014,0.8691308691308691
chinese-bert,lstm,biomj,bd,mpbm,validation,0.6507936507936508,0.6949152542372882,0.6721311475409837
chinese-bert,lstm,biomj,bd,mpbm,optimization,0.5714285714285714,0.6575342465753424,0.6114649681528662
chinese-bert,lstm,biomj,bd,mpbm,test,0.45302013422818793,0.6136363636363636,0.5212355212355212
chinese-bert,lstm,biomj,bd,mbawo,training,0.8809116494674687,0.9000338294993234,0.8903700811557019
chinese-bert,lstm,biomj,bd,mbawo,validation,0.6981526664342976,0.7650878533231474,0.7300893019865136
chinese-bert,lstm,biomj,bd,mbawo,optimization,0.6666666666666666,0.7500974658869396,0.7059255182535314
chinese-bert,lstm,biomj,bd,mbawo,test,0.5526315789473685,0.7,0.6176470588235295
chinese-bert,lstm,biomj,bd,mwo,training,0.8855471552342586,0.9047699594046008,0.8950553587862901
chinese-bert,lstm,biomj,bd,mwo,validation,0.7152317880794702,0.7838044308632544,0.7479496992892289
chinese-bert,lstm,biomj,bd,mwo,optimization,0.6781011781011781,0.762962962962963,0.7180333883691065
chinese-bert,lstm,biomj,bd,mwo,test,0.5629159104658197,0.7130268199233717,0.6291413116970925
chinese-bert,lstm,biomj,td,epm,training,0.87215411558669,0.9205175600739371,0.89568345323741
chinese-bert,lstm,biomj,td,epm,validation,0.5432098765432098,0.5057471264367817,0.5238095238095238
chinese-bert,lstm,biomj,td,epm,optimization,0.47560975609756095,0.5064935064935064,0.490566037735849
chinese-bert,lstm,biomj,td,epm,test,0.37962962962962965,0.5061728395061729,0.4338624338624339
chinese-bert,lstm,biomj,td,mpbm,training,0.8949044585987261,0.9506089309878214,0.9219160104986878
chinese-bert,lstm,biomj,td,mpbm,validation,0.6594827586206896,0.6483050847457628,0.6538461538461537
chinese-bert,lstm,biomj,td,mpbm,optimization,0.6578947368421053,0.684931506849315,0.6711409395973155
chinese-bert,lstm,biomj,td,mpbm,test,0.4750830564784053,0.65,0.5489443378119002
chinese-bert,lstm,biomj,td,mbawo,training,0.9080671472925328,0.972936400541272,0.9393832167451482
chinese-bert,lstm,biomj,td,mbawo,validation,0.7073764787752261,0.7765469824293354,0.7403495994173344
chinese-bert,lstm,biomj,td,mbawo,optimization,0.715258855585831,0.8187134502923976,0.7634975459007453
chinese-bert,lstm,biomj,td,mbawo,test,0.5516965001335827,0.7911877394636015,0.6500865732724698
chinese-bert,lstm,biomj,td,mwo,training,0.9154344050939326,0.980829950383401,0.9470045455782683
chinese-bert,lstm,biomj,td,mwo,validation,0.7272094641614475,0.7983193277310925,0.7611070648215587
chinese-bert,lstm,biomj,td,mwo,optimization,0.726158038147139,0.8311890838206628,0.775131794219233
chinese-bert,lstm,biomj,td,mwo,test,0.566390595778787,0.8122605363984674,0.6674012277664094
chinese-bert,lstm,biomje,bd,epm,training,0.6524822695035462,0.6802218114602587,0.6660633484162896
chinese-bert,lstm,biomje,bd,epm,validation,0.4888888888888889,0.5057471264367817,0.4971751412429378
chinese-bert,lstm,biomje,bd,epm,optimization,0.44047619047619047,0.4805194805194805,0.45962732919254656
chinese-bert,lstm,biomje,bd,epm,test,0.3402061855670103,0.4074074074074074,0.37078651685393266
chinese-bert,lstm,biomje,bd,mpbm,training,0.7341075794621027,0.8125845737483085,0.7713551701991008
chinese-bert,lstm,biomje,bd,mpbm,validation,0.587360594795539,0.6694915254237288,0.6257425742574257
chinese-bert,lstm,biomje,bd,mpbm,optimization,0.611336032388664,0.6894977168949772,0.648068669527897
chinese-bert,lstm,biomje,bd,mpbm,test,0.45126353790613716,0.5681818181818182,0.5030181086519115
chinese-bert,lstm,biomje,bd,mbawo,training,0.7832938510660212,0.8575778078484438,0.8187543736878937
chinese-bert,lstm,biomje,bd,mbawo,validation,0.6484523057485786,0.7841864018334607,0.7098893499308436
chinese-bert,lstm,biomje,bd,mbawo,optimization,0.6842105263157895,0.8058479532163743,0.7400644468313642
chinese-bert,lstm,biomje,bd,mbawo,test,0.5462860310421286,0.7551724137931034,0.6339659054358314
chinese-bert,lstm,biomje,bd,mwo,training,0.7967349881553198,0.8722936400541272,0.8328040049523605
chinese-bert,lstm,biomje,bd,mwo,validation,0.6797220467466835,0.8220015278838808,0.7441217150760718
chinese-bert,lstm,biomje,bd,mwo,optimization,0.6967891426679907,0.8206627680311891,0.7536698890082348
chinese-bert,lstm,biomje,bd,mwo,test,0.5670731707317073,0.7839080459770115,0.6580894178192345
chinese-bert,lstm,biomje,td,epm,training,0.5696821515892421,0.43068391866913125,0.49052631578947364
chinese-bert,lstm,biomje,td,epm,validation,0.36363636363636365,0.27586206896551724,0.3137254901960784
chinese-bert,lstm,biomje,td,epm,optimization,0.36065573770491804,0.2857142857142857,0.3188405797101449
chinese-bert,lstm,biomje,td,epm,test,0.34210526315789475,0.32098765432098764,0.33121019108280253
chinese-bert,lstm,biomje,td,mpbm,training,0.7302474062250599,0.6190798376184032,0.6700842182350788
chinese-bert,lstm,biomje,td,mpbm,validation,0.582089552238806,0.4957627118644068,0.5354691075514875
chinese-bert,lstm,biomje,td,mpbm,optimization,0.53125,0.4657534246575342,0.49635036496350365
chinese-bert,lstm,biomje,td,mpbm,test,0.5235849056603774,0.5045454545454545,0.513888888888889
chinese-bert,lstm,biomje,td,mbawo,training,0.824498472166866,0.6998195760036084,0.7570600792924672
chinese-bert,lstm,biomje,td,mbawo,validation,0.7081218274111675,0.6394194041252865,0.672019269369731
chinese-bert,lstm,biomje,td,mbawo,optimization,0.7159914712153518,0.6545808966861598,0.6839103869653768
chinese-bert,lstm,biomje,td,mbawo,test,0.625740228977497,0.60727969348659,0.6163717674509042
chinese-bert,lstm,biomje,td,mwo,training,0.8498737876976219,0.7213576905728462,0.7803598658127477
chinese-bert,lstm,biomje,td,mwo,validation,0.7267343485617598,0.6562261268143621,0.6896828582898435
chinese-bert,lstm,biomje,td,mwo,optimization,0.735181236673774,0.6721247563352827,0.7022403258655805
chinese-bert,lstm,biomje,td,mwo,test,0.6336360047374655,0.6149425287356322,0.6241493291853004
chinese-bert,transformer,bio,bd,epm,training,0.45727482678983833,0.3659889094269871,0.4065708418891171
chinese-bert,transformer,bio,bd,epm,validation,0.35,0.2413793103448276,0.2857142857142857
chinese-bert,transformer,bio,bd,epm,optimization,0.2727272727272727,0.19480519480519481,0.22727272727272727
chinese-bert,transformer,bio,bd,epm,test,0.25,0.2345679012345679,0.24203821656050956
chinese-bert,transformer,bio,bd,mpbm,training,0.6925892040256175,0.5121786197564276,0.5888759237650719
chinese-bert,transformer,bio,bd,mpbm,validation,0.6,0.3813559322033898,0.46632124352331605
chinese-bert,transformer,bio,bd,mpbm,optimization,0.5827814569536424,0.4018264840182648,0.47567567567567565
