embedding,encoder,tagset,link,metric,set,precision,recall,f1
chinese-bert,transformer,bio,bd,mpbm,test,0.4717948717948718,0.41818181818181815,0.44337349397590364
chinese-bert,transformer,bio,bd,mbawo,training,0.7801051051051051,0.5858705457825891,0.6691782586295725
chinese-bert,transformer,bio,bd,mbawo,validation,0.7144396551724138,0.5064935064935064,0.5927581582476531
chinese-bert,transformer,bio,bd,mbawo,optimization,0.7549342105263158,0.5368421052631579,0.6274777853725222
chinese-bert,transformer,bio,bd,mbawo,test,0.5816412859560067,0.5268199233716475,0.5528749497386408
chinese-bert,transformer,bio,bd,mwo,training,0.840990990990991,0.631596752368065,0.7214064914992272
chinese-bert,transformer,bio,bd,mwo,validation,0.7526939655172413,0.5336134453781513,0.6244970943227536
chinese-bert,transformer,bio,bd,mwo,optimization,0.7850877192982456,0.5582846003898635,0.6525404420141262
chinese-bert,transformer,bio,bd,mwo,test,0.6201353637901861,0.5616858237547893,0.5894652191395254
chinese-bert,transformer,bio,td,epm,training,0.4432314410480349,0.3752310536044362,0.40640640640640635
chinese-bert,transformer,bio,td,epm,validation,0.34285714285714286,0.27586206896551724,0.3057324840764331
chinese-bert,transformer,bio,td,epm,optimization,0.2375,0.24675324675324675,0.24203821656050953
chinese-bert,transformer,bio,td,epm,test,0.2608695652173913,0.2962962962962963,0.2774566473988439
chinese-bert,transformer,bio,td,mpbm,training,0.7208374875373879,0.4891745602165088,0.5828295042321644
chinese-bert,transformer,bio,td,mpbm,validation,0.6258503401360545,0.3898305084745763,0.4804177545691906
chinese-bert,transformer,bio,td,mpbm,optimization,0.5935483870967742,0.4200913242009132,0.4919786096256684
chinese-bert,transformer,bio,td,mpbm,test,0.49444444444444446,0.40454545454545454,0.445
chinese-bert,transformer,bio,td,mbawo,training,0.7816918094937209,0.5580175913396481,0.6511826825015626
chinese-bert,transformer,bio,td,mbawo,validation,0.738562091503268,0.5179526355996944,0.608890884598114
chinese-bert,transformer,bio,td,mbawo,optimization,0.6894929430214323,0.5142300194931774,0.5891022778025904
chinese-bert,transformer,bio,td,mbawo,test,0.554710604140262,0.5030651340996168,0.5276270845891099
chinese-bert,transformer,bio,td,mwo,training,0.8748913987836664,0.6245489400090212,0.7288219232161068
chinese-bert,transformer,bio,td,mwo,validation,0.8050108932461874,0.5645530939648586,0.6636731028289178
chinese-bert,transformer,bio,td,mwo,optimization,0.7621536853110298,0.5684210526315789,0.6511835640911121
chinese-bert,transformer,bio,td,mwo,test,0.6417405999155048,0.581992337164751,0.6104078762306611
chinese-bert,transformer,bioe,bd,epm,training,0.37333333333333335,0.31053604436229204,0.33905146316851664
chinese-bert,transformer,bioe,bd,epm,validation,0.3114754098360656,0.21839080459770116,0.2567567567567568
chinese-bert,transformer,bioe,bd,epm,optimization,0.2542372881355932,0.19480519480519481,0.22058823529411764
chinese-bert,transformer,bioe,bd,epm,test,0.25316455696202533,0.24691358024691357,0.25
chinese-bert,transformer,bioe,bd,mpbm,training,0.5984189723320158,0.5121786197564276,0.5519504192489975
chinese-bert,transformer,bioe,bd,mpbm,validation,0.5294117647058824,0.4194915254237288,0.46808510638297873
chinese-bert,transformer,bioe,bd,mpbm,optimization,0.5159574468085106,0.4429223744292237,0.4766584766584767
chinese-bert,transformer,bioe,bd,mpbm,test,0.3958333333333333,0.4318181818181818,0.41304347826086957
chinese-bert,transformer,bioe,bd,mbawo,training,0.7191026420704102,0.600022552999549,0.6541877977562626
chinese-bert,transformer,bioe,bd,mbawo,validation,0.6641402179062056,0.5355233002291826,0.5929371960245295
chinese-bert,transformer,bioe,bd,mbawo,optimization,0.7050912584053795,0.5723196881091618,0.6318054658919734
chinese-bert,transformer,bioe,bd,mbawo,test,0.5443262411347518,0.5881226053639846,0.5653775322283608
chinese-bert,transformer,bioe,bd,mwo,training,0.7735657814717211,0.645466847090663,0.703734439834025
chinese-bert,transformer,bioe,bd,mwo,validation,0.6972998578872572,0.5622612681436211,0.6225417635863819
chinese-bert,transformer,bioe,bd,mwo,optimization,0.7363112391930836,0.5976608187134503,0.6597805035506779
chinese-bert,transformer,bioe,bd,mwo,test,0.5911347517730496,0.6386973180076628,0.6139963167587478
chinese-bert,transformer,bioe,td,epm,training,0.2945619335347432,0.36044362292051757,0.3241895261845386
chinese-bert,transformer,bioe,td,epm,validation,0.22641509433962265,0.27586206896551724,0.2487046632124352
chinese-bert,transformer,bioe,td,epm,optimization,0.21367521367521367,0.3246753246753247,0.25773195876288657
chinese-bert,transformer,bioe,td,epm,test,0.23880597014925373,0.3950617283950617,0.2976744186046511
chinese-bert,transformer,bioe,td,mpbm,training,0.5576234788833214,0.527063599458728,0.5419130434782609
chinese-bert,transformer,bioe,td,mpbm,validation,0.48792270531400966,0.4279661016949153,0.45598194130925507
chinese-bert,transformer,bioe,td,mpbm,optimization,0.4863636363636364,0.4885844748858447,0.4874715261958998
chinese-bert,transformer,bioe,td,mpbm,test,0.4573643410852713,0.5363636363636364,0.49372384937238495
chinese-bert,transformer,bioe,td,mbawo,training,0.6403332215140333,0.6457487595850248,0.6430295884565718
chinese-bert,transformer,bioe,td,mbawo,validation,0.6120283018867925,0.5947288006111535,0.6032545524990314
chinese-bert,transformer,bioe,td,mbawo,optimization,0.5707106963388371,0.6198830409356725,0.5942814427209867
chinese-bert,transformer,bioe,td,mbawo,test,0.5436951920169337,0.6888888888888889,0.6077404089910428
chinese-bert,transformer,bioe,td,mwo,training,0.6992060829699206,0.7051195308976094,0.7021503565212509
chinese-bert,transformer,bioe,td,mwo,validation,0.6871069182389937,0.6676852559205501,0.6772568771793878
chinese-bert,transformer,bioe,td,mwo,optimization,0.6313711414213927,0.6857699805068226,0.6574472061296953
chinese-bert,transformer,bioe,td,mwo,test,0.5845176897490172,0.7406130268199234,0.6533716410343079
chinese-bert,transformer,bioj,bd,epm,training,0.3418013856812933,0.2735674676524954,0.3039014373716633
chinese-bert,transformer,bioj,bd,epm,validation,0.29310344827586204,0.19540229885057472,0.23448275862068962
chinese-bert,transformer,bioj,bd,epm,optimization,0.26666666666666666,0.2077922077922078,0.23357664233576642
chinese-bert,transformer,bioj,bd,epm,test,0.19718309859154928,0.1728395061728395,0.18421052631578946
chinese-bert,transformer,bioj,bd,mpbm,training,0.5941666666666666,0.4824086603518268,0.5324869305451829
chinese-bert,transformer,bioj,bd,mpbm,validation,0.5612903225806452,0.3686440677966102,0.4450127877237852
chinese-bert,transformer,bioj,bd,mpbm,optimization,0.5164835164835165,0.4292237442922374,0.4688279301745636
chinese-bert,transformer,bioj,bd,mpbm,test,0.4,0.39090909090909093,0.3954022988505747
chinese-bert,transformer,bioj,bd,mbawo,training,0.6694282823172274,0.596808750563825,0.6310361273399308
chinese-bert,transformer,bioj,bd,mbawo,validation,0.6604136604136605,0.524446142093201,0.5846284862678306
chinese-bert,transformer,bioj,bd,mbawo,optimization,0.6247325631151048,0.5692007797270955,0.5956752345981232
chinese-bert,transformer,bioj,bd,mbawo,test,0.5144198524480215,0.5877394636015326,0.5486409155937054
chinese-bert,transformer,bioj,bd,mwo,training,0.7136984568682013,0.63627649977447,0.6727673780851317
chinese-bert,transformer,bioj,bd,mwo,validation,0.7037037037037037,0.5588235294117647,0.6229508196721312
chinese-bert,transformer,bioj,bd,mwo,optimization,0.6508344030808729,0.5929824561403508,0.620563035495716
chinese-bert,transformer,bioj,bd,mwo,test,0.5523138832997988,0.6310344827586207,0.5890557939914163
chinese-bert,transformer,bioj,td,epm,training,0.3962900505902192,0.4343807763401109,0.4144620811287478
chinese-bert,transformer,bioj,td,epm,validation,0.3146067415730337,0.3218390804597701,0.3181818181818182
chinese-bert,transformer,bioj,td,epm,optimization,0.21359223300970873,0.2857142857142857,0.2444444444444444
chinese-bert,transformer,bioj,td,epm,test,0.23809523809523808,0.37037037037037035,0.2898550724637681
chinese-bert,transformer,bioj,td,mpbm,training,0.6651162790697674,0.5805142083897158,0.6199421965317918
chinese-bert,transformer,bioj,td,mpbm,validation,0.5977653631284916,0.4533898305084746,0.5156626506024097
chinese-bert,transformer,bioj,td,mpbm,optimization,0.4947916666666667,0.4337899543378995,0.46228710462287104
chinese-bert,transformer,bioj,td,mpbm,test,0.46382978723404256,0.4954545454545455,0.47912087912087914
chinese-bert,transformer,bioj,td,mbawo,training,0.7277115987460815,0.6544316644113667,0.689129015021077
chinese-bert,transformer,bioj,td,mbawo,validation,0.6909930715935335,0.5714285714285714,0.6255488187330127
chinese-bert,transformer,bioj,td,mbawo,optimization,0.6135100470286448,0.5594541910331384,0.585236541598695
chinese-bert,transformer,bioj,td,mbawo,test,0.5672534041846563,0.6544061302681993,0.6077210460772106
chinese-bert,transformer,bioj,td,mwo,training,0.8016300940438872,0.7209066305818674,0.7591284213026183
chinese-bert,transformer,bioj,td,mwo,validation,0.7381062355658199,0.6103896103896104,0.6681998745557182
chinese-bert,transformer,bioj,td,mwo,optimization,0.6930312099187687,0.6319688109161793,0.6610929853181076
chinese-bert,transformer,bioj,td,mwo,test,0.6203918963799402,0.7157088122605364,0.6646504180750756
chinese-bert,transformer,biom,bd,epm,training,0.4602510460251046,0.4066543438077634,0.4317958783120706
chinese-bert,transformer,biom,bd,epm,validation,0.35714285714285715,0.28735632183908044,0.3184713375796178
chinese-bert,transformer,biom,bd,epm,optimization,0.4166666666666667,0.38961038961038963,0.40268456375838935
chinese-bert,transformer,biom,bd,epm,test,0.2976190476190476,0.30864197530864196,0.303030303030303
chinese-bert,transformer,biom,bd,mpbm,training,0.6205698401667825,0.6041948579161028,0.6122728830990745
chinese-bert,transformer,biom,bd,mpbm,validation,0.5475113122171946,0.5127118644067796,0.5295404814004376
chinese-bert,transformer,biom,bd,mpbm,optimization,0.5767441860465117,0.5662100456621004,0.5714285714285714
chinese-bert,transformer,biom,bd,mpbm,test,0.4189723320158103,0.4818181818181818,0.44820295983086683
chinese-bert,transformer,biom,bd,mbawo,training,0.7388735948612067,0.7263757329724854,0.7325713635846697
chinese-bert,transformer,biom,bd,mbawo,validation,0.6977217249796582,0.6550802139037433,0.6757289204097714
chinese-bert,transformer,biom,bd,mbawo,optimization,0.7545304777594728,0.7142300194931774,0.7338273583016223
chinese-bert,transformer,biom,bd,mbawo,test,0.5200758773316472,0.6302681992337165,0.5698943357006756
chinese-bert,transformer,biom,bd,mwo,training,0.763994035329204,0.7510712674785747,0.7574775389514385
chinese-bert,transformer,biom,bd,mwo,validation,0.725793327908869,0.6814362108479756,0.7029156816390859
chinese-bert,transformer,biom,bd,mwo,optimization,0.771828665568369,0.7306042884990254,0.7506509112757861
chinese-bert,transformer,biom,bd,mwo,test,0.5709769206449573,0.6919540229885057,0.6256712281309544
chinese-bert,transformer,biom,td,epm,training,0.5028901734104047,0.4824399260628466,0.49245283018867925
chinese-bert,transformer,biom,td,epm,validation,0.4383561643835616,0.367816091954023,0.4
chinese-bert,transformer,biom,td,epm,optimization,0.4177215189873418,0.42857142857142855,0.423076923076923
chinese-bert,transformer,biom,td,epm,test,0.32608695652173914,0.37037037037037035,0.3468208092485549
chinese-bert,transformer,biom,td,mpbm,training,0.6341463414634146,0.6684709066305818,0.6508563899868247
chinese-bert,transformer,biom,td,mpbm,validation,0.5975103734439834,0.6101694915254238,0.6037735849056605
chinese-bert,transformer,biom,td,mpbm,optimization,0.5720338983050848,0.6164383561643836,0.5934065934065935
chinese-bert,transformer,biom,td,mpbm,test,0.43214285714285716,0.55,0.48400000000000004
chinese-bert,transformer,biom,td,mbawo,training,0.7624484991171278,0.7303788903924222,0.7460692276680297
chinese-bert,transformer,biom,td,mbawo,validation,0.7265720081135902,0.6841100076394194,0.7047019476686996
chinese-bert,transformer,biom,td,mbawo,optimization,0.7411957411957412,0.7056530214424951,0.7229878170561214
chinese-bert,transformer,biom,td,mbawo,test,0.5333946078431373,0.6670498084291188,0.5927817500851209
chinese-bert,transformer,biom,td,mwo,training,0.7898763978811065,0.7566531348669373,0.7729079076196509
chinese-bert,transformer,biom,td,mwo,validation,0.7472616632860041,0.7035905271199389,0.7247688373008068
chinese-bert,transformer,biom,td,mwo,optimization,0.7641277641277642,0.7274853801169591,0.7453565008987418
chinese-bert,transformer,biom,td,mwo,test,0.5514705882352942,0.6896551724137931,0.6128702757916242
chinese-bert,transformer,bioje,bd,epm,training,0.42190669371196754,0.3844731977818854,0.40232108317214704
chinese-bert,transformer,bioje,bd,epm,validation,0.29577464788732394,0.2413793103448276,0.2658227848101266
chinese-bert,transformer,bioje,bd,epm,optimization,0.22784810126582278,0.23376623376623376,0.23076923076923075
chinese-bert,transformer,bioje,bd,epm,test,0.2391304347826087,0.2716049382716049,0.2543352601156069
chinese-bert,transformer,bioje,bd,mpbm,training,0.6427046263345195,0.6109607577807848,0.6264308012486993
chinese-bert,transformer,bioje,bd,mpbm,validation,0.582089552238806,0.4957627118644068,0.5354691075514875
chinese-bert,transformer,bioje,bd,mpbm,optimization,0.49537037037037035,0.4885844748858447,0.4919540229885057
chinese-bert,transformer,bioje,bd,mpbm,test,0.4146341463414634,0.4636363636363636,0.43776824034334766
chinese-bert,transformer,bioje,bd,mbawo,training,0.7162330316742082,0.7139715832205683,0.7151005195391913
chinese-bert,transformer,bioje,bd,mbawo,validation,0.6312893081761006,0.6134453781512605,0.6222394420767144
chinese-bert,transformer,bioje,bd,mbawo,optimization,0.6174963396778916,0.6576998050682261,0.6369643194260902
chinese-bert,transformer,bioje,bd,mbawo,test,0.47784142297256554,0.60727969348659,0.534840560148473
chinese-bert,transformer,bioje,bd,mwo,training,0.7438348416289593,0.7414862426702752,0.7426586853399593
chinese-bert,transformer,bioje,bd,mwo,validation,0.6450471698113207,0.6268143621084797,0.6358000774893451
chinese-bert,transformer,bioje,bd,mwo,optimization,0.6767935578330894,0.7208576998050682,0.6981310175571078
chinese-bert,transformer,bioje,bd,mwo,test,0.5299969852276153,0.6735632183908046,0.5932174793318711
chinese-bert,transformer,bioje,td,epm,training,0.4669187145557656,0.4565619223659889,0.4616822429906542
chinese-bert,transformer,bioje,td,epm,validation,0.3103448275862069,0.3103448275862069,0.3103448275862069
chinese-bert,transformer,bioje,td,epm,optimization,0.27956989247311825,0.33766233766233766,0.30588235294117644
chinese-bert,transformer,bioje,td,epm,test,0.2831858407079646,0.3950617283950617,0.32989690721649484
chinese-bert,transformer,bioje,td,mpbm,training,0.7278056951423786,0.587956698240866,0.6504491017964072
chinese-bert,transformer,bioje,td,mpbm,validation,0.6264367816091954,0.461864406779661,0.5317073170731706
chinese-bert,transformer,bioje,td,mpbm,optimization,0.585635359116022,0.4840182648401826,0.5299999999999999
chinese-bert,transformer,bioje,td,mpbm,test,0.527027027027027,0.5318181818181819,0.5294117647058824
chinese-bert,transformer,bioje,td,mbawo,training,0.756773747406802,0.6787325214253496,0.7156317807567697
chinese-bert,transformer,bioje,td,mbawo,validation,0.7028854824165915,0.595492742551566,0.6447477253928867
chinese-bert,transformer,bioje,td,mbawo,optimization,0.6469534050179212,0.562962962962963,0.6020429435063582
chinese-bert,transformer,bioje,td,mbawo,test,0.583948959032908,0.6662835249042146,0.6224051539012169
chinese-bert,transformer,bioje,td,mwo,training,0.8159300936694537,0.7317884528642309,0.7715720952352644
chinese-bert,transformer,bioje,td,mwo,validation,0.7434625788999099,0.6298701298701299,0.6819685690653433
chinese-bert,transformer,bioje,td,mwo,optimization,0.6975806451612904,0.6070175438596491,0.649155722326454
chinese-bert,transformer,bioje,td,mwo,test,0.6366689053055742,0.7264367816091954,0.6785969935576236
chinese-bert,transformer,biome,bd,epm,training,0.4939467312348668,0.37707948243992606,0.4276729559748428
chinese-bert,transformer,biome,bd,epm,validation,0.31746031746031744,0.22988505747126436,0.26666666666666666
chinese-bert,transformer,biome,bd,epm,optimization,0.39655172413793105,0.2987012987012987,0.34074074074074073
chinese-bert,transformer,biome,bd,epm,test,0.35,0.345679012345679,0.34782608695652173
chinese-bert,transformer,biome,bd,mpbm,training,0.6448663853727145,0.6204330175913396,0.6324137931034483
chinese-bert,transformer,biome,bd,mpbm,validation,0.5517241379310345,0.5423728813559322,0.547008547008547
chinese-bert,transformer,biome,bd,mpbm,optimization,0.6335078534031413,0.5525114155251142,0.5902439024390244
chinese-bert,transformer,biome,bd,mpbm,test,0.4175824175824176,0.5181818181818182,0.462474645030426
chinese-bert,transformer,biome,bd,mbawo,training,0.7144128608777883,0.7241204330175913,0.7192338924201271
chinese-bert,transformer,biome,bd,mbawo,validation,0.692249527410208,0.69938884644767,0.6958008740262208
chinese-bert,transformer,biome,bd,mbawo,optimization,0.7512886597938144,0.6818713450292397,0.7148988350705089
chinese-bert,transformer,biome,bd,mbawo,test,0.5435174069627852,0.6938697318007663,0.6095590710198587
chinese-bert,transformer,biome,bd,mwo,training,0.7316571174278245,0.7415990076680199,0.7365945174026264
chinese-bert,transformer,biome,bd,mwo,validation,0.7130434782608696,0.7203972498090145,0.7167015010450314
chinese-bert,transformer,biome,bd,mwo,optimization,0.7594501718213058,0.6892787524366472,0.7226650316779072
chinese-bert,transformer,biome,bd,mwo,test,0.5651260504201681,0.721455938697318,0.6337933355772467
chinese-bert,transformer,biome,td,epm,training,0.5626666666666666,0.3900184842883549,0.46069868995633184
chinese-bert,transformer,biome,td,epm,validation,0.3793103448275862,0.25287356321839083,0.30344827586206896
chinese-bert,transformer,biome,td,epm,optimization,0.36666666666666664,0.2857142857142857,0.32116788321167883
chinese-bert,transformer,biome,td,epm,test,0.3972602739726027,0.35802469135802467,0.37662337662337664
chinese-bert,transformer,biome,td,mpbm,training,0.7441424554826617,0.5372124492557511,0.6239685658153242
chinese-bert,transformer,biome,td,mpbm,validation,0.6687898089171974,0.4449152542372881,0.5343511450381678
chinese-bert,transformer,biome,td,mpbm,optimization,0.5919540229885057,0.4703196347031963,0.5241730279898219
chinese-bert,transformer,biome,td,mpbm,test,0.5729166666666666,0.5,0.5339805825242718
chinese-bert,transformer,biome,td,mbawo,training,0.8346421692102534,0.6352052322958953,0.7213933533969392
chinese-bert,transformer,biome,td,mbawo,validation,0.7927747114902157,0.6035141329258976,0.685317718499241
chinese-bert,transformer,biome,td,mbawo,optimization,0.7101865136298422,0.5789473684210527,0.6378865979381443
chinese-bert,transformer,biome,td,mbawo,test,0.7029862792574657,0.6674329501915709,0.684748427672956
chinese-bert,transformer,biome,td,mwo,training,0.8782782634464366,0.6684145241317095,0.7591086636357816
chinese-bert,transformer,biome,td,mwo,validation,0.8384345208228801,0.6382734912146677,0.7247885491216656
chinese-bert,transformer,biome,td,mwo,optimization,0.7422285987565758,0.6050682261208578,0.6666666666666667
chinese-bert,transformer,biome,td,mwo,test,0.7389023405972559,0.7015325670498084,0.7197327044025157
chinese-bert,transformer,biomj,bd,epm,training,0.5098389982110912,0.5268022181146026,0.5181818181818183
chinese-bert,transformer,biomj,bd,epm,validation,0.4666666666666667,0.40229885057471265,0.4320987654320988
chinese-bert,transformer,biomj,bd,epm,optimization,0.3888888888888889,0.45454545454545453,0.4191616766467066
chinese-bert,transformer,biomj,bd,epm,test,0.3047619047619048,0.3950617283950617,0.34408602150537637
chinese-bert,transformer,biomj,bd,mpbm,training,0.6513595166163142,0.7293640054127198,0.6881583147143313
chinese-bert,transformer,biomj,bd,mpbm,validation,0.5872340425531914,0.5847457627118644,0.5859872611464968
chinese-bert,transformer,biomj,bd,mpbm,optimization,0.5513307984790875,0.6621004566210046,0.6016597510373445
chinese-bert,transformer,biomj,bd,mpbm,test,0.4201954397394137,0.5863636363636363,0.48956356736242884
chinese-bert,transformer,biomj,bd,mbawo,training,0.7486996269636946,0.8034506089309879,0.7751094672142294
chinese-bert,transformer,biomj,bd,mbawo,validation,0.7323449083105735,0.7169595110771582,0.7245705462265972
chinese-bert,transformer,biomj,bd,mbawo,optimization,0.6948976049982645,0.7805068226120858,0.7352185089974292
chinese-bert,transformer,biomj,bd,mbawo,test,0.5570432357043236,0.7651340996168582,0.6447134786117836
chinese-bert,transformer,biomj,bd,mwo,training,0.7597856354752273,0.8153473161930537,0.7865865266936821
chinese-bert,transformer,biomj,bd,mwo,validation,0.7506827936012486,0.7349121466768526,0.7427137618220422
chinese-bert,transformer,biomj,bd,mwo,optimization,0.7105171815341895,0.7980506822612086,0.7517443995593096
chinese-bert,transformer,biomj,bd,mwo,test,0.5698744769874478,0.7827586206896552,0.6595641646489104
chinese-bert,transformer,biomj,td,epm,training,0.5180102915951973,0.5582255083179297,0.5373665480427047
chinese-bert,transformer,biomj,td,epm,validation,0.40476190476190477,0.39080459770114945,0.39766081871345027
chinese-bert,transformer,biomj,td,epm,optimization,0.42528735632183906,0.4805194805194805,0.4512195121951219
chinese-bert,transformer,biomj,td,epm,test,0.2621359223300971,0.3333333333333333,0.2934782608695652
chinese-bert,transformer,biomj,td,mpbm,training,0.6565464895635673,0.7023004059539919,0.6786531546256946
chinese-bert,transformer,biomj,td,mpbm,validation,0.5579399141630901,0.5508474576271186,0.5543710021321961
chinese-bert,transformer,biomj,td,mpbm,optimization,0.594017094017094,0.634703196347032,0.6136865342163355
chinese-bert,transformer,biomj,td,mpbm,test,0.40794223826714804,0.5136363636363637,0.45472837022132795
chinese-bert,transformer,biomj,td,mbawo,training,0.7786689915722174,0.7553563373928732,0.7668355227383304
chinese-bert,transformer,biomj,td,mbawo,validation,0.693984658861526,0.6566080977845684,0.6747791952894995
chinese-bert,transformer,biomj,td,mbawo,optimization,0.7310483870967742,0.70682261208577,0.7187314172447968
chinese-bert,transformer,biomj,td,mbawo,test,0.5704697986577181,0.6839080459770115,0.6220595922634605
chinese-bert,transformer,biomj,td,mwo,training,0.8108108108108109,0.7865358592692828,0.7984888812569761
chinese-bert,transformer,biomj,td,mwo,validation,0.7133629390391603,0.674942704354469,0.6936211972522079
chinese-bert,transformer,biomj,td,mwo,optimization,0.7608870967741935,0.735672514619883,0.7480673934588702
chinese-bert,transformer,biomj,td,mwo,test,0.5893256631511665,0.7065134099616859,0.6426206656211884
chinese-bert,transformer,biomje,bd,epm,training,0.4230769230769231,0.32532347504621073,0.36781609195402304
chinese-bert,transformer,biomje,bd,epm,validation,0.34375,0.25287356321839083,0.29139072847682124
chinese-bert,transformer,biomje,bd,epm,optimization,0.36764705882352944,0.3246753246753247,0.3448275862068966
chinese-bert,transformer,biomje,bd,epm,test,0.2891566265060241,0.2962962962962963,0.2926829268292683
chinese-bert,transformer,biomje,bd,mpbm,training,0.5975696926375983,0.5656292286874154,0.5811609315258951
chinese-bert,transformer,biomje,bd,mpbm,validation,0.5866666666666667,0.559322033898305,0.5726681127982646
chinese-bert,transformer,biomje,bd,mpbm,optimization,0.5321888412017167,0.5662100456621004,0.5486725663716814
chinese-bert,transformer,biomje,bd,mpbm,test,0.41947565543071164,0.509090909090909,0.459958932238193
chinese-bert,transformer,biomje,bd,mbawo,training,0.7647599055366046,0.6573071718538566,0.7069739235900546
chinese-bert,transformer,biomje,bd,mbawo,validation,0.7628644939965694,0.6795263559969442,0.7187878787878789
chinese-bert,transformer,biomje,bd,mbawo,optimization,0.7531784305129329,0.6697855750487329,0.7090383821708627
chinese-bert,transformer,biomje,bd,mbawo,test,0.5553702468312208,0.6379310344827587,0.5937945791726106
chinese-bert,transformer,biomje,bd,mwo,training,0.7941485174494883,0.6825665313486694,0.7341419041843541
chinese-bert,transformer,biomje,bd,mwo,validation,0.7860205831903945,0.7001527883880825,0.7406060606060607
chinese-bert,transformer,biomje,bd,mwo,optimization,0.7702761946514687,0.684990253411306,0.7251341312422617
chinese-bert,transformer,biomje,bd,mwo,test,0.5810540360240161,0.6674329501915709,0.6212553495007133
chinese-bert,transformer,biomje,td,epm,training,0.7083333333333334,0.5656192236598891,0.6289825282631039
chinese-bert,transformer,biomje,td,epm,validation,0.45161290322580644,0.3218390804597701,0.3758389261744966
chinese-bert,transformer,biomje,td,epm,optimization,0.45,0.35064935064935066,0.39416058394160586
chinese-bert,transformer,biomje,td,epm,test,0.3783783783783784,0.345679012345679,0.36129032258064514
chinese-bert,transformer,biomje,td,mpbm,training,0.8181818181818182,0.7124492557510149,0.7616636528028933
chinese-bert,transformer,biomje,td,mpbm,validation,0.6598984771573604,0.5508474576271186,0.6004618937644343
chinese-bert,transformer,biomje,td,mpbm,optimization,0.6759776536312849,0.5525114155251142,0.6080402010050252
chinese-bert,transformer,biomje,td,mpbm,test,0.5111111111111111,0.5227272727272727,0.5168539325842696
chinese-bert,transformer,biomje,td,mbawo,training,0.8717107379527762,0.7639264772214704,0.8142672556266715
chinese-bert,transformer,biomje,td,mbawo,validation,0.7786259541984732,0.6623376623376623,0.7157894736842105
chinese-bert,transformer,biomje,td,mbawo,optimization,0.790436005625879,0.6573099415204678,0.7177522349936143
chinese-bert,transformer,biomje,td,mbawo,test,0.6155184411969381,0.6777777777777778,0.6451495258935084
chinese-bert,transformer,biomje,td,mwo,training,0.883934890304317,0.774639152007217,0.8256858679647826
chinese-bert,transformer,biomje,td,mwo,validation,0.7840143691064212,0.6669213139801375,0.7207430340557275
chinese-bert,transformer,biomje,td,mwo,optimization,0.8082512892639475,0.6721247563352827,0.733929331630481
chinese-bert,transformer,biomje,td,mwo,test,0.6356993736951984,0.7,0.6663019693654267
